,terms,Popular_count,Founders_count,Legal_count,Total_count,Popular,Founders,Legal
305,excluding,368,502,151,1021,0.2678113721964875,0.43281269749829254,0.2993759303052199
306,exclusive,2065,2946,1501,6512,0.21411410931188432,0.3618870590648398,0.42399883162327595
307,execute,2840,4082,3938,10860,0.1543108640485908,0.26276422933568283,0.5829249066157264
308,executed,3973,5074,2557,11604,0.23439034934762618,0.3546391719270786,0.41097047872529524
309,executing,1011,1560,961,3532,0.18458215987332266,0.33742576904139127,0.4779920710852861
310,execution,11912,11872,10679,34463,0.21630640188122197,0.2554016251637184,0.5282919729550597
311,executive,5049,11046,6781,22876,0.13791676231561018,0.35746358083118573,0.5046196568532041
312,exercise,10839,5240,3022,19101,0.42876078768160897,0.24556824748443468,0.3256709648339564
313,existing,1637,2702,1297,5636,0.19554308003807505,0.38237914422976016,0.42207777573216476
314,expedient,2806,6032,2223,11061,0.17528305866352062,0.446404628853596,0.3783123124828834
315,expel,453,196,100,749,0.47303928486652097,0.24247678151613125,0.28448393361734775
316,expenditures,447,1316,971,2734,0.09609993963564087,0.335186532769323,0.5687135275950362
317,expiration,1011,1500,1734,4245,0.13458367940740035,0.23656341496480915,0.6288529056277905
318,expire,889,884,418,2191,0.2891002082304912,0.3405759593183097,0.37032383245119893
319,exported,1110,1122,1363,3595,0.18041425079294907,0.21605075950887648,0.6035349896981744
320,exports,1042,1540,643,3225,0.22562872197894726,0.3950594596542301,0.37931181836682265
321,extend,4307,4176,3384,11867,0.23314483257301744,0.2678098168500349,0.49904535057694765
322,extraordinary,7630,4784,1372,13786,0.44788916704185455,0.332699594482579,0.21941123847556637
323,fact,8862,8994,2143,19999,0.3495088372673112,0.4202370884733287,0.23025407425936018
324,facto,258,220,167,645,0.2649958633352051,0.2677054109957248,0.46729872566907
325,faith,22271,3806,2156,28233,0.6820364513057694,0.13808666222928756,0.17987688646494307
326,faithfully,2076,1346,1012,4434,0.3229798011877017,0.24808936851199556,0.4289308303003026
327,favor,17793,46752,8718,73263,0.18356242317839414,0.5714126856170991,0.24502489120450688
328,felonies,132,156,294,582,0.1180925616503917,0.16534394316872897,0.7165634951808794
329,felony,569,280,1232,2081,0.13365943637531763,0.07792206809597158,0.7884184955287107
330,fifth,4423,1932,2021,8376,0.36201474990258525,0.18734043682076998,0.4506448132766449
331,fifths,204,190,238,632,0.18932968496875544,0.20890903639088143,0.6017612786403632
332,fill,4957,4382,1514,10853,0.3472975938757913,0.36372261839660674,0.288979787727602
333,fines,883,308,2817,4008,0.09896536265631638,0.04089670449540293,0.8601379328482808
334,first,84629,68252,22546,175427,0.3729612109048746,0.35634848703432515,0.2706903020608002
335,five,23799,16916,16860,57575,0.265105539125806,0.2232404295693643,0.5116540313048298
336,fix,3641,4360,7966,15967,0.11934443252465735,0.16931017327359765,0.7113453942017449
337,fled,3040,620,484,4144,0.5968862086275848,0.14421974733444012,0.2588940440379751
338,flee,879,82,76,1037,0.7429034266773642,0.08210553190606494,0.17499104141657093
339,following,27315,14546,13733,55594,0.3332680521310562,0.21025732829697927,0.4564746195719645
340,follows,5859,3430,4394,13683,0.26761657552864576,0.1856088633592156,0.5467745611121386
341,for,643185,679264,334345,1656794,0.2726763381233027,0.3411655916926683,0.3861580701840289
342,forces,3634,3408,1359,8401,0.31950409979408784,0.35498187457133706,0.3255140256345751
343,foregoing,2739,2166,1628,6533,0.28120286620164814,0.26345184422759743,0.4553452895707544
344,foreign,10866,16204,9298,36368,0.1961586482217026,0.3465573179519333,0.4572840338263642
345,forfeiture,589,594,1756,2939,0.09692863957996861,0.11580794298197339,0.787263417438058
346,form,21860,17420,7677,46957,0.3447273861078636,0.325453434858148,0.3298191790339885
347,formed,11922,7510,2351,21783,0.4379204987141371,0.3268143926218044,0.2352651086640585
348,forth,14097,3272,5691,23060,0.42108847249321507,0.11579105952543008,0.4631204679813548
349,forts,985,1444,542,2971,0.2360798737454951,0.4100199676555908,0.3539001585989141
350,found,42982,36970,9885,89837,0.37799341578235174,0.3851785959998164,0.23682798821783177
351,four,28512,20682,14012,63206,0.3126741975488495,0.2687026660196408,0.41862313643150967
352,fourteen,2087,1302,1655,5044,0.25644304910210586,0.18953723781736645,0.5540197130805278
353,fourth,6871,3262,2955,13088,0.3657524929211897,0.2057152004083499,0.4285323066704605
354,fourths,413,320,439,1172,0.20773728075151468,0.19069067199651196,0.6015720472519734
355,free,24111,12752,5580,42443,0.4430519529522836,0.2776085363213747,0.2793395107263416
356,freedom,11398,5568,1177,18143,0.537615124615441,0.3111409204625296,0.1512439549220294
357,from,463026,440826,143115,1046967,0.3367040091066289,0.37977396655799955,0.28352202433537155
358,full,24049,17992,10488,52529,0.3252626975246034,0.28829144807217943,0.3864458544032171
359,further,22523,26176,28664,77363,0.17111594372645664,0.23560396884387677,0.5932800874296665
360,general,71417,120396,55937,247750,0.19489260392489607,0.38924307394495106,0.4158643221301529
361,georgia,3654,5444,5584,14682,0.14433428267484213,0.2547617079316719,0.6009040093934861
362,give,54010,70548,17786,142344,0.29030715750788394,0.4492451037470211,0.2604477387450949
363,given,40549,40462,16241,97252,0.3054980132002273,0.3611525350505509,0.33334945174922176
364,giving,10754,12058,5174,27986,0.27479249448536525,0.36502717212960895,0.3601803333850258
365,going,12880,15862,2053,30795,0.3456322799304197,0.5042796685661763,0.15008805150340404
366,gold,7848,2856,1853,12557,0.4820719517190514,0.20783857331193195,0.31008947496901673
367,good,112795,78062,15317,206174,0.4566507764108989,0.3744114364687157,0.1689377871203853
368,governing,1053,516,308,1877,0.4206268750725088,0.24419312241786836,0.33518000250962293
369,government,52375,52860,27184,132419,0.2770325195665369,0.33124471265581906,0.391722767777644
370,grand_jury,615,384,552,1551,0.23895014950537802,0.17675776244657046,0.5842920880480515
371,grant,8170,7498,7606,23274,0.21628504685212782,0.23516081387801197,0.5485541392698602
372,granted,8245,7672,10954,26871,0.17476957999237946,0.19266323879693686,0.6325671812106836
373,granting,1667,1910,3250,6827,0.13039875413445368,0.17700530777344903,0.6925959380920973
374,grants,1767,1568,1986,5321,0.1955696242757002,0.20560136342621993,0.5988290122980799
375,greatest,17700,21600,1360,40660,0.3766358543028475,0.5445242502207206,0.0788398954764318
376,grievances,2023,1026,347,3396,0.48352463141870233,0.29052610429648457,0.22594926428481313
377,guarantee,446,850,362,1658,0.1828456536395868,0.41284191929105324,0.40431242706936
378,habeas,322,234,490,1046,0.1664820222517997,0.14333175164620574,0.6901862261019946
379,had,283269,213904,59375,556548,0.4055728609840531,0.36283052982696995,0.23159660918897707
380,happen,4154,6148,3079,13381,0.20952452861670023,0.36738153040080096,0.4230939409824988
381,have,422309,687000,96979,1206288,0.2814619039268859,0.5424517333375811,0.176086362735533
382,having,57106,58728,16411,132245,0.3331913329010255,0.40594971981088745,0.2608589472880871
383,he,555013,328814,136741,1020568,0.4213928246598718,0.29576675809225594,0.28284041724787223
384,heads,5748,3166,858,9772,0.4856252279637612,0.31689141310305446,0.1974833589331844
385,held,12687,8714,8411,29812,0.2762552263319282,0.2247937326657368,0.4989510410023349
386,herein,2638,1408,6963,11009,0.11333781358138642,0.0716667605310027,0.8149954258876109
387,high,35812,14656,3860,54328,0.5622761774743751,0.2726161902137316,0.1651076323118932
388,highest,8227,10446,1009,19682,0.3523127774518924,0.5299708691549065,0.11771635339320102
389,him,244551,173358,38142,456051,0.4415532910590853,0.3708281128838587,0.18761859605705603
390,himself,52480,23824,6639,82943,0.5312197163594979,0.28569992062535376,0.1830803630151483
391,his,604613,309366,114742,1028721,0.4709855028169443,0.28550763120681993,0.24350686597623578
392,hold,13449,9212,4827,27488,0.3585163269911543,0.290929629709904,0.35055404329894163
393,holding,3092,2200,3342,8634,0.20887558342860318,0.17607023813467113,0.6150541784367257
394,honor,28058,90892,3379,122329,0.193577004961611,0.7429127213875136,0.06351027365087536
395,house,76427,46196,39633,162256,0.31960523762971643,0.2288687660343374,0.45152599633594614
396,houses,13395,8900,5104,27399,0.3539536173005566,0.2786177134947723,0.367428669204671
397,hundred,23874,22136,32368,78378,0.17264989781737078,0.18965109839073271,0.6376990037918965
398,i,646112,1386402,116033,2148547,0.24805437480745918,0.6305845705964574,0.12136105459608332
399,if,201517,231286,77383,510186,0.29361013955868326,0.3992305670592647,0.307159293382052
400,immediately,22593,29674,5354,57621,0.3123411909811314,0.4860114847904293,0.20164732422843934
401,imminent,580,336,156,1072,0.41338222066732055,0.28371229563849915,0.3029054836941802
402,immunities,564,238,539,1341,0.2436944582787034,0.12183121809165898,0.6344743236296375
403,impairing,110,52,81,243,0.2804151078001989,0.15704609672209716,0.5625387954777039
404,impartial,2276,1360,451,4087,0.44488864723551796,0.3149437934452661,0.240167559319216
405,impeachment,800,550,1396,2746,0.1522431745044079,0.12400112167050613,0.7237557038250859
406,impeachments,211,164,199,574,0.22270674825343045,0.2050736445092554,0.572219607237314
407,importation,2113,1710,1244,5067,0.2806881584393158,0.2691136859112345,0.4501981556494497
408,imports,823,1426,836,3085,0.17181832878718595,0.35269902643540374,0.4754826447774103
409,imposed,2798,1650,1730,6178,0.29558839822385424,0.20650886427208737,0.4979027375040584
410,imposts,370,448,501,1319,0.16330926065331838,0.23426218119235948,0.6024285581543222
411,in,1601161,1298068,543435,3442664,0.3466092467586059,0.33290296645219364,0.3204877867892006
412,inability,1142,854,447,2443,0.3387194106698427,0.3000868272882468,0.3611937620419106
413,included,1778,3002,1387,6167,0.19510243683936254,0.39026239472166696,0.4146351684389706
414,including,1942,2928,1975,6845,0.1799582030445032,0.3214464062900875,0.49859539066540937
415,indian,7723,5816,3821,17360,0.3086365123567471,0.27535993204932535,0.4160035555939274
416,indians,16152,10408,5336,31896,0.37545729390778876,0.28662667345884396,0.33791603263336717
417,indictment,1153,244,258,1655,0.5375424659101212,0.1347684949590574,0.3276890391308214
418,infamous,1683,948,149,2780,0.5239665404665551,0.34965750640762727,0.12637595312581773
419,inferior,4047,2604,2219,8870,0.3071195031679774,0.23411554544101326,0.4587649513910093
420,inflicted,1469,422,257,2148,0.5503723023226804,0.1873105784299092,0.2623171192474104
421,information,9009,30822,6095,45926,0.1450044212831169,0.5877336461888605,0.26726193252802266
422,informed,12941,24908,3579,41428,0.24791036983101392,0.5653023529809682,0.18678727718801785
423,infringed,272,142,119,533,0.35582322130601246,0.22007403565667402,0.42410274303731355
424,inhabitant,1182,880,1649,3711,0.1759724076857897,0.15521184158843634,0.6688157507257739
425,inspection,1392,2608,810,4810,0.2081200442971593,0.4619525210036104,0.3299274346992303
426,insure,614,938,284,1836,0.24570086474625644,0.4446888418947201,0.3096102933590235
427,insurrections,452,324,199,975,0.3280141898824246,0.2785571350855615,0.3934286750320139
428,intents,478,198,1544,2220,0.09717559967528909,0.047688054272906684,0.8551363460518042
429,into,129955,85386,40635,255976,0.3801896446241241,0.2959436590815561,0.3238666962943198
430,invaded,1014,510,226,1750,0.45391396594543487,0.27047108699777034,0.2756149470567948
431,invasion,1519,1828,824,4171,0.25617640449794654,0.3652351974560669,0.37858839804598643
432,invasions,328,238,204,770,0.28136995911070206,0.24187775046375937,0.47675229042553857
433,inventors,114,50,32,196,0.43776401737119675,0.2274679922500212,0.33476799037878197
434,is,750507,630928,164361,1545796,0.3857157473550774,0.3841558968770959,0.23012835576782675
435,issue,4035,6010,6747,16792,0.13661216100535187,0.24106567395005357,0.6223221650445946
436,it,746474,759384,233307,1739165,0.3271520812271125,0.3942861521255723,0.2785617666473152
437,its,97248,57032,17228,171508,0.4592596370252307,0.31908859490986635,0.22165176806490297
438,jeopardy,128,188,67,383,0.24003447572176873,0.4176731741896677,0.3422923500885637
439,journal,1241,2160,2907,6308,0.10589097751276323,0.21835141323820845,0.6757576092490283
440,judge,15516,16170,9772,41458,0.25313652440029366,0.31253606650170646,0.43432740909799983
441,judges,6821,5096,5161,17078,0.25339394309402924,0.22428110107971394,0.5223249558262568
442,judgment,15080,10118,11259,36457,0.26117012391272854,0.20760217954789847,0.531227696539373
443,judicial,1597,1386,2845,5828,0.1453176117468678,0.14941412159733813,0.7052682666557941
444,junction,601,1502,86,2189,0.22985088592027245,0.6805448044209143,0.08960430965881332
445,jurisdiction,4141,3028,2447,9616,0.2876743775865674,0.2492108247848436,0.4631147976285889
446,jury,3712,1930,4558,10200,0.20156413695351133,0.12415885100713074,0.6742770120393579
447,just,34447,28686,5081,68214,0.41868574300966394,0.413068275698931,0.1682459812914051
448,justice,25445,17752,9420,52617,0.3527206093498011,0.2915350329462428,0.3557443577039562
449,keep,18310,15408,5217,38935,0.36059678370406184,0.35949665545744525,0.2799065608384931
450,kind,26903,27216,4252,58371,0.38036130986980293,0.45586368732503774,0.16377500280515936
451,king,38725,19390,7367,65482,0.4736030885129905,0.2809415593456478,0.2454553521413617
452,labor,10569,4910,2007,17486,0.4836255381413901,0.2661778423156151,0.2501966195429948
453,laid,16317,11772,26625,54714,0.1587278015952245,0.13566818695636523,0.7056040114484103
454,land,39771,24964,19464,84199,0.3249993658573081,0.24168252886086014,0.4333181052818317
455,lands,14239,13908,19699,47846,0.16874348397561026,0.1952662939307158,0.6359902220936741
456,large,33736,20376,4497,58609,0.48106934773682375,0.34422951891110753,0.1747011333520687
457,law,44442,28388,36410,109240,0.25070738975960294,0.1897244999499238,0.5595681102904733
458,laws,28216,17858,20776,66850,0.26625586745063445,0.1996418745696332,0.5341022579797322
459,lay,18139,11546,5715,35400,0.38278214367382757,0.2886589069003072,0.3285589494258651
460,least,24925,26776,4758,56459,0.3580697185625254,0.4557148778505443,0.1862154035869303
461,legislation,1118,978,560,2656,0.2940344287519309,0.3047265653307668,0.40123900591730216
462,legislative,3958,4116,4636,12710,0.18439950522712298,0.22718225589693056,0.5884182388759465
463,legislature,8765,11632,8074,28471,0.19678130123221008,0.30938651550039536,0.4938321832673946
464,legislatures,1161,2000,2050,5211,0.1273682645127444,0.2599405821710591,0.6126911533161965
465,letters,11164,44170,5667,61001,0.1414386502754801,0.6629652344170174,0.19559611530750257
466,levying,658,330,779,1767,0.20749208345387868,0.12328341552322318,0.6692245010228981
467,liable,3960,3670,5897,13527,0.16247317717712698,0.17838881953457641,0.6591380032882966
468,liberty,31356,29454,5687,66497,0.3835881553222448,0.42687811982624424,0.189533724851511
469,life,66511,17988,3463,87962,0.6838752246956632,0.21911966329507493,0.09700511200926186
470,like,51249,21626,9364,82239,0.5005748872375106,0.2502504927676166,0.2491746199948729
471,likewise,13720,6090,1475,21285,0.5498268150389056,0.2891373377351347,0.16103584722595973
472,limb,702,182,151,1035,0.528220031835899,0.16224234803562923,0.30953762012847175
473,limitations,370,446,481,1297,0.16751297489552747,0.2392195483722261,0.5932674767322464
474,limited,3014,2666,3008,8688,0.20978302912928354,0.2198377797352463,0.5703791911354701
475,list,3582,7062,1599,12243,0.219691602412457,0.5131338542217022,0.2671745433658408
476,longer,12733,10512,2675,25920,0.39209437402393704,0.38349552811356913,0.22441009786249383
477,made,103529,97802,50720,252051,0.28953125485029724,0.32403822871647353,0.3864305164332293
478,magazines,555,2494,507,3556,0.11347559418473105,0.6041169367430158,0.2824074690722531
479,maintain,4746,2764,1632,9142,0.38069545719490316,0.2626655275474148,0.35663901525768216
480,majority,4160,7196,4203,15559,0.17235974625240535,0.35322281732565564,0.4744174364219391
481,make,69913,76374,25900,172187,0.30271309478001157,0.39177244477306583,0.3055144604469226
482,manner,38951,25964,19493,84408,0.31714853385566694,0.2504556173125882,0.4323958488317448
483,maritime,837,1450,699,2986,0.18770419308666433,0.3852401991180454,0.4270556077952901
484,marque,578,472,334,1384,0.2823490987892757,0.27315908303196096,0.4444918181787633
485,maryland,5901,9438,6779,22118,0.16598893498650497,0.31452022441784033,0.5194908405956548
486,massachusetts,5813,10212,6871,22896,0.15869431274957094,0.3302835364940343,0.5110221507563947
487,may,210829,248500,92054,551383,0.278868290412003,0.38941283219102546,0.33171887739697153
488,measures,10984,21952,5441,38377,0.21198911407407034,0.5019289087944273,0.28608197713150224
489,meet,14402,14272,3979,32653,0.34168135039885056,0.4011422308270947,0.2571764187740547
490,meeting,20858,11254,5378,37490,0.4270484516688229,0.2729772657415974,0.2999742825895796
491,member,6364,5984,4996,17344,0.2351456583821941,0.2619470178132304,0.5029073238045755
492,members,15210,12592,10016,37818,0.2649142719469676,0.25982799202740453,0.4752577360256279
493,mentioned,18328,24928,15061,58317,0.2061834827598549,0.33223188565979384,0.4615846315803513
494,migration,192,72,125,389,0.3107599671802019,0.13806112715066193,0.5511789056691362
495,miles,20302,12118,2564,34984,0.48751809797182816,0.34474497712300795,0.1677369249051639
496,militia,6062,19422,7889,33373,0.11988816738111756,0.4550607931274694,0.42505103949141315
497,ministers,10422,8512,2408,21342,0.38505172203068794,0.3725758459215133,0.24237243204779857
498,misdemeanors,230,164,255,649,0.2055413257403026,0.17363219100708902,0.6208264832526084
499,mode,6987,10628,4535,22150,0.2188019048250973,0.39430018521350196,0.3868979099614008
500,monday,6803,6340,4528,17671,0.25527346026006137,0.28184447925593203,0.4628820604840067
501,money,26499,43880,25594,95973,0.17879265990254825,0.3507534078623831,0.4704539322350687
502,more,160734,139138,27245,327117,0.4020384993247235,0.4123070179953973,0.18565448267987902
503,most,111002,173332,12799,297133,0.3160467370326431,0.584674745519164,0.09927851744819294
504,my,282456,392154,9501,684111,0.3654345684494682,0.6010776114629175,0.03348782008761442
505,names,6989,5294,3742,16025,0.2979708006359358,0.2673977105029774,0.43463148886108693
506,nations,19836,15752,6984,42572,0.3448278265518647,0.32441355223912777,0.3307586212090075
507,natural_born,117,76,99,292,0.24541336511506578,0.18886045043365557,0.5657261844512788
508,naturalization,201,240,558,999,0.10022412781476986,0.14177594473404762,0.7579999274511825
509,nature,47776,18488,6308,72572,0.5500085379501392,0.2521533008506818,0.197838161199179
510,naval,1809,5062,3331,10202,0.10716337939019252,0.3552589718926375,0.5375776487171701
511,navy,1999,4652,2169,8820,0.1489637983133139,0.41069813388692994,0.44033806779975615
512,nays,604,176,3780,4560,0.05436321174323187,0.018767045888456554,0.9268697423683115
513,necessary,35090,54316,17632,107038,0.23793954474596704,0.43634109565170587,0.3257193596023271
514,needful,1398,686,273,2357,0.4731833745510913,0.27508157452788307,0.2517350509210257
515,neither,19813,11032,2243,33088,0.5081107138979616,0.33517949796465296,0.1567097881373854
516,net,747,690,948,2385,0.1801252355553333,0.19711429940286668,0.6227604650418
517,nevertheless,3459,3212,1659,8330,0.2935343933625993,0.3229230527435806,0.38354255389382025
518,new,59784,49410,16256,125450,0.36765823264700653,0.3599890244093478,0.2723527429436456
519,new_hampshire,2898,3322,4487,10707,0.15206471707256533,0.20651175871927696,0.6414235242081577
520,new_jersey,5664,5572,5410,16646,0.2097479291350094,0.24445595701994632,0.5457961138450442
521,new_york,17649,41948,9453,69050,0.189573215477906,0.5338057072643013,0.2766210772577927
522,next,36281,30498,19452,86231,0.2893081295450095,0.288116299909194,0.4225755705457965
523,nine,7292,5548,5791,18631,0.2460074690266297,0.2217446576204408,0.5322478733529294
524,ninth,1496,772,1033,3301,0.2863251568978332,0.17504926607572513,0.5386255770264416
525,no,207368,170764,89766,467898,0.3169664908090401,0.30923099080750527,0.37380251838345474
526,nobility,1596,658,216,2470,0.5384617984414515,0.26300438175460517,0.19853381980394333
527,nominate,318,1342,838,2498,0.07587913662237274,0.3793698882347494,0.544750975142878
528,nor,54875,30956,10577,96408,0.45590756194786153,0.3046927920871829,0.2393996459649556
529,north_carolina,2350,3528,6252,12130,0.0997361918762334,0.1773897722954955,0.7228740358282711
530,not,482461,468180,127233,1077874,0.34866290353602325,0.40084038185736814,0.25049671460660855
531,nothing,38344,37226,5564,81134,0.39285090132807043,0.45184740350252606,0.15530169516940362
532,notwithstanding,9732,7708,3296,20736,0.34952904330093504,0.32797289553883224,0.32249806116023283
533,now,107846,94810,19307,221963,0.39537678506088475,0.411790525908845,0.1928326890302702
534,number,33461,37028,12187,82676,0.3027320635915788,0.3968851417680861,0.3003827946403351
535,numbers,7194,7854,1544,16592,0.3474500703828778,0.4493947013593933,0.20315522825772905
536,numerous,7271,4442,763,12476,0.49759866032228806,0.36014608000597204,0.14225525967173996
537,oath,5422,2854,10571,18847,0.14419440552057242,0.08992034127001178,0.7658852532094158
538,objections,3216,4134,1893,9243,0.2423370996341746,0.3690535762159956,0.3886093241498297
539,obligation,3454,3418,1738,8610,0.28223008093202534,0.33087816269178866,0.386891756376186
540,obliged,13988,24800,3322,42110,0.2668487036014247,0.5605007970667357,0.1726504993318394
541,obtaining,2650,4904,1517,9071,0.21044008941024742,0.4613687184279882,0.32819119216176434
542,occasions,5283,4876,806,10965,0.39855180764491666,0.43579570884466073,0.16565248351042264
543,of,3531079,2977400,1483137,7991616,0.3181437528641803,0.31781049140442286,0.36404575573139675
544,offense,4693,2354,5751,12798,0.20272651923155421,0.12047073168792032,0.6768027490805255
545,offenses,1967,872,1520,4359,0.2754498194170909,0.14466707381789845,0.5798831067650106
546,office,17083,35196,21653,73932,0.14505376024748182,0.3540570445128949,0.5008891952396233
547,officer,9472,26928,15248,51648,0.114238045752298,0.3847585278914417,0.5010034263562603
548,officers,18784,55700,21252,95736,0.131660348040721,0.4625271115474897,0.4058125404117893
549,offices,4705,6472,4128,15305,0.19920820129053607,0.3246393611328847,0.4761524375765792
550,on,449189,436218,193629,1079036,0.3007641412903309,0.34603147655772365,0.3532043821519455
551,once,24973,13644,2652,41269,0.5163743287626689,0.3342340697342673,0.14939160150306385
552,one,201498,157248,79403,438149,0.3335440751702922,0.3083775127472622,0.3580784120824456
553,only,101814,84066,19490,205370,0.4000462117362169,0.3913254791352262,0.208628309128557
554,open,16961,11256,3267,31484,0.4327166021552701,0.34021328513419336,0.22707011271053665
555,opinion,20695,44270,11390,76355,0.19866082525040743,0.5034674599670752,0.2978717147825173
556,or,435793,303232,382636,1121661,0.23717117911544203,0.19551125933810912,0.5673175615464487
557,ordain,932,184,266,1382,0.4971572658356755,0.11628154182725388,0.38656119233707076
558,order,42907,51474,25972,120353,0.24568077882290767,0.34917732063536816,0.40514190054172416
559,organizing,130,298,267,695,0.10739891664081061,0.29166740144376485,0.6009336819154246
560,original,7248,6672,4748,18668,0.2580504589992303,0.2814216914131722,0.46052784958759757
561,originate,586,362,249,1197,0.346085204175025,0.25328476466986727,0.4006300311551077
562,originated,920,710,325,1955,0.34762169054112796,0.3178282295819421,0.33455007987692986
563,other,146431,133408,69702,349541,0.2961955531009256,0.31969986970184744,0.38410457719722707
564,others,43056,31784,9589,84429,0.40301540190684787,0.3524614271947511,0.24452317089840092
565,otherwise,11436,11324,6288,29048,0.27240052424993516,0.3195572926991998,0.40804218305086504
566,our,244790,215528,35410,495728,0.4103096080057704,0.427993125509479,0.16169726648475063
567,ourselves,13466,8016,1326,22808,0.5067138839444012,0.35735262988081284,0.13593348617478596
568,out,97696,75094,33302,206092,0.35220150008488665,0.3207264203802198,0.32707207953489353
569,over,49721,26614,8349,84684,0.47810275867268487,0.3031842437009228,0.21871299762639237
570,overt,210,100,130,440,0.3076319398837147,0.17355103557042703,0.5188170245458583
571,own,81688,51914,11964,145566,0.4647033166729139,0.3498783596968228,0.18541832363026337
572,owner,7038,1594,6110,14742,0.275222256492026,0.07384782109918576,0.6509299224087883
573,paid,20556,24550,25122,70228,0.17408345280109375,0.2463119369753393,0.579604610223567
574,papers,6916,25470,17634,50020,0.08123902318276083,0.3544489818987732,0.564311994918466
575,pardons,305,206,95,606,0.37753938773076523,0.30209582844683674,0.3203647838223979
576,part,72524,68122,30126,170772,0.30821620571813524,0.3429858398481439,0.34879795443372075
577,particular,22169,27630,6212,56011,0.3086475387486435,0.4557353111031497,0.23561715014820678
578,particularly,13440,16038,2698,32176,0.33776705212562635,0.47751091593958883,0.18472203193478492
579,parts,22725,13388,5203,41316,0.4307186034535133,0.3006218353597597,0.2686595611867269
580,party,14246,18800,9010,42056,0.2332929231579398,0.36473845503522634,0.4019686218068338
581,pass,13457,12446,4770,30673,0.32664977447206184,0.35791424773391534,0.31543597779402277
582,passed,16758,14000,20117,50875,0.19010932574670475,0.18815872052662233,0.6217319537266729
583,pay,21671,36218,33185,91074,0.13982570076329714,0.2768519564293189,0.5833223428073838
584,payment,7743,14040,12559,34342,0.1321528884175716,0.2838896689621988,0.5839574426202296
585,peace,32801,28022,17852,78675,0.2861372355095147,0.2896019631671482,0.4242608013233371
586,peaceably,773,288,189,1250,0.4744962646052126,0.2094405992342436,0.3160631361605437
587,penalties,1341,780,3111,5232,0.12485508262691128,0.08603737098113895,0.7891075463919498
588,pennsylvania,15304,11074,9968,36346,0.2753526768519359,0.23604996755669794,0.48859735559136613
589,people,91712,52550,15350,159612,0.46842666815356304,0.3179825209755612,0.21359081087087586
590,perfect,10694,11938,835,23467,0.39443822255105065,0.5216575146791389,0.0839042627698104
591,period,9923,9560,2461,21944,0.3549827932386124,0.4051700018443083,0.23984720491707928
592,person,40607,30704,40037,111348,0.2182510901794868,0.19550845948651624,0.586240450333997
593,persons,41933,23948,33134,99015,0.2611470289168458,0.17669061592136506,0.5621623551617891
594,petition,4957,5464,22192,32613,0.06895400894546594,0.09004640373958037,0.8409995873149537
595,piracies,131,162,148,441,0.18040988518104858,0.2643133682207561,0.5552767465981954
596,place,59774,66616,19906,146296,0.30982930970521416,0.4090758221553748,0.281094868139411
597,places,15361,11088,5415,31864,0.3551728052891684,0.30373057596610276,0.3410966187447289
598,plantations,3159,1118,1349,5626,0.3871974590435196,0.16234531356686197,0.45045722738961846
599,ports,4052,7450,3360,14862,0.183915314653813,0.40060817792442144,0.4154765074217656
600,post,5650,27272,4548,37470,0.11221480780113514,0.6417025874230952,0.2460826047757697
601,posterity,4208,1606,296,6110,0.6083511768636101,0.27506747599671827,0.11658134713967165
602,power,63908,49262,24043,137213,0.34035163520381795,0.3108134005719571,0.34883496422422494
603,powers,15673,18360,10088,44121,0.241467050707278,0.33511471709702284,0.42341823219569913
604,preference,1695,2910,687,5292,0.2416546931281613,0.4915114059000223,0.2668339009718163
605,prejudice,3376,2238,717,6331,0.4230184341471667,0.3322247762701172,0.24475678958271613
606,prescribe,681,566,239,1486,0.3400470677177597,0.3348292835324211,0.32512364874981914
607,prescribed,1928,1730,1999,5657,0.20459519941777904,0.21749515801894123,0.5779096425632797
608,presence,8299,3440,1070,12809,0.542792318479185,0.26655169651429406,0.1906559850065208
609,present,50065,82728,20777,153570,0.24460413854797994,0.47884745708023996,0.2765484043717801
