,terms,Popular_count,Founders_count,Legal_count,Total_count,Popular,Founders,Legal
610,presented,6393,7326,3286,17005,0.26610474630321207,0.3612683460056901,0.37262690769109785
611,presentment,151,110,369,630,0.11736409393345307,0.10128988271100707,0.7813460233555399
612,preserve,6558,4546,1084,12188,0.4402259291053113,0.36153364339496286,0.19824042749972587
613,preserved,4631,1916,543,7090,0.5526102604206454,0.27086615825301374,0.1765235813263408
614,preside,692,528,219,1439,0.3615166247680059,0.3267918235431016,0.3116915516888925
615,president,12599,37738,18864,69201,0.11590665092794057,0.4113071332982772,0.47278621577378216
616,press,4658,4146,889,9693,0.3884332027576439,0.4096012179756825,0.20196557926667347
617,prevent,13214,17244,6454,36912,0.25795460291255723,0.3988063580860486,0.3432390390013942
618,previously,1992,2710,943,5645,0.25631708755364513,0.4131165526674708,0.33056635977888416
619,prince,10882,4568,1497,16947,0.5341617646438993,0.2656472055136695,0.2001910298424312
620,principal,9858,10832,4693,25383,0.2778770613876894,0.36173257095141276,0.36039036766089794
621,prior,1141,1816,1068,4025,0.18397213325173442,0.34689442804523557,0.46913343870303004
622,private,14009,19852,5572,39433,0.26578528464023404,0.4462139500915837,0.28800076526818225
623,privilege,4087,1864,1588,7539,0.3847840858789615,0.20790907791923322,0.40730683620180536
624,privileged,279,204,96,579,0.35667823663628606,0.30897095491576504,0.334350808447949
625,privileges,6676,2630,2417,11723,0.4076573182479024,0.19026098627873433,0.40208169547336325
626,pro,750,738,3358,4846,0.0696210649905314,0.08116164501322949,0.8492172899962391
627,probable,5193,10432,1294,16919,0.2463793208436017,0.5863657427685915,0.16725493638780667
628,proceed,10060,11972,5754,27786,0.25200901704482187,0.3553038291167011,0.392687153838477
629,proceedings,6108,9324,6722,22154,0.17221536745921,0.3114513510866896,0.5163332814541005
630,process,2345,1866,3336,7547,0.17187005743986195,0.1620257701874459,0.6661041723726923
631,produce,12405,11830,4483,28718,0.32109554316052635,0.36277498568817523,0.3161294711512984
632,profit,3407,2776,829,7012,0.3804900358715927,0.3672871179705203,0.252222846157887
633,progress,6762,5998,1305,14065,0.38810360296091095,0.4078439737373587,0.2040524233017303
634,prohibited,1450,1240,864,3554,0.27499274053709843,0.2786056966207607,0.4464015628421409
635,prohibiting,414,540,307,1261,0.2190342582008496,0.3384702834064005,0.44249545839274995
636,promote,5915,4654,1182,11751,0.40378652562097533,0.3763903951885923,0.21982307919043237
637,proper,28109,42532,15242,85883,0.23419954717085195,0.41982813605805347,0.3459723167710947
638,property,20682,16154,10667,47503,0.30026000980024437,0.27784342201979934,0.42189656817995635
639,proportion,9398,9808,5767,24973,0.2558748542306986,0.31636447119350014,0.4277606745758013
640,propose,2720,7656,995,11371,0.1875744969188247,0.6254921896359664,0.18693331344520886
641,proposed,9298,16458,7399,33155,0.18993586903696524,0.39829933783427235,0.4117647931287623
642,proposing,507,1370,385,2262,0.15948769149742884,0.5105694907067033,0.3299428177958679
643,prosecutions,460,374,415,1249,0.22619105164339828,0.2178734298878503,0.5559355184687514
644,protect,2799,2498,815,6112,0.35080682362663584,0.370913506417462,0.27827966995590203
645,proved,8236,3436,2532,14204,0.4288538006336785,0.2119635383001617,0.3591826610661597
646,provide,3576,5074,4219,12869,0.16962995022343252,0.2851481560323122,0.5452218937442552
647,provided,9020,11130,17050,37200,0.13138032776942452,0.1920587278517394,0.6765609443788361
648,providence,12675,5930,1190,19795,0.5524723491108341,0.30621915389338894,0.14130849699577705
649,public,57854,62952,29534,150340,0.2717495395500969,0.35031605218037043,0.3779344082695326
650,public_use,141,358,196,695,0.12828717517362712,0.3858888555311477,0.48582396929522514
651,publish,2000,1874,492,4366,0.3596779860056393,0.39927169982575217,0.24105031416860853
652,published,8804,5392,1252,15448,0.47326070761856864,0.34338820888362054,0.1833510834978109
653,punish,2511,1004,605,4120,0.4694622321181976,0.2223835913438112,0.30815417653799115
654,punishment,9155,2858,1785,13798,0.52603324772148,0.19455040997144774,0.27941634230707213
655,punishments,1782,414,234,2430,0.612378468934516,0.16854956426029674,0.21907196680518737
656,purchased,3514,4714,2120,10348,0.23624595937847118,0.3754631249336095,0.38829091568791924
657,purpose,23666,28990,13016,65672,0.2531914203273357,0.3674408358086786,0.3793677438639858
658,purposes,7368,8002,6485,21855,0.21347020259947153,0.2746637038208837,0.5118660935796449
659,pursuance,1354,1490,2211,5055,0.14809612865812985,0.1930751540512422,0.658828717290628
660,put,39783,30714,8093,78590,0.4050463478440785,0.37047478176636683,0.22447887038955464
661,qualification,827,432,421,1680,0.3326978899338311,0.20589384490378906,0.46140826516237976
662,qualifications,1555,1420,538,3513,0.3306409895015403,0.35770888129804046,0.3116501292004193
663,quartered,474,456,156,1086,0.32934367771066553,0.3753625250495736,0.2952937972397609
664,question,13832,17290,12976,44098,0.1985456295481679,0.2940257894754574,0.5074285809763748
665,questioned,827,482,182,1491,0.4366740415315892,0.3015185142481256,0.26180744422028535
666,quorum,635,334,783,1752,0.2007053770691624,0.12506817981119903,0.6742264431196386
667,raise,6914,5390,2149,14453,0.360965154961913,0.333380159662778,0.3056546853753089
668,raising,3569,3848,2055,9472,0.26001215426620916,0.33212169447854445,0.40786615125524633
669,ratification,708,2238,933,3879,0.1199757276651073,0.4492988398905187,0.43072543244437395
670,ratified,975,1096,1063,3134,0.18860962344422952,0.2511798903585987,0.5602104861971717
671,ratifying,132,192,186,510,0.1523914819165797,0.26260504782949523,0.5850034702539251
672,rebellion,2542,774,410,3726,0.5555137039864023,0.2003896430022935,0.24409665301130418
673,receipts,648,1918,2179,4745,0.07316584619583748,0.2565648027860173,0.6702693510181452
674,receive,21107,33322,12547,66976,0.22272691803172828,0.41657416988512264,0.360698912083149
675,recess,715,822,676,2213,0.20252195940904674,0.27583728935347535,0.5216407512374778
676,recommend,4020,7950,1110,13080,0.24419120119901522,0.5721187312347354,0.18369006756624925
677,reconsider,113,260,225,598,0.10928437298505649,0.2978983168495511,0.5928173101653925
678,reconsideration,100,302,165,567,0.11021732785488939,0.3943409702592824,0.49544170188582826
679,reconsidered,73,128,163,364,0.1091656155570034,0.22677128321933873,0.6640631012236579
680,records,1761,1432,2874,6067,0.15601711269084093,0.15030415227921093,0.6936787350299481
681,redress,2310,2214,757,5281,0.3302226931974795,0.374962323584713,0.29481498321780736
682,reexamined,27,38,14,79,0.24509842200801554,0.4086725123758785,0.34622906561610595
683,regular,5105,6550,1594,13249,0.29667336190713517,0.4509612096019815,0.2523654284908834
684,regulate,1824,1836,2044,5704,0.19064221160718828,0.22734321141919675,0.5820145769736149
685,regulated,1603,1330,992,3925,0.272563210846812,0.26791710104775146,0.45951968810543653
686,regulation,1657,2660,1861,6178,0.16774111933439742,0.3190169400267128,0.5132419406388897
687,regulations,3217,5102,3658,11977,0.1673167133357615,0.3143719568636426,0.5183113298005958
688,relating,2469,3464,1900,7833,0.21014412412015757,0.3492923906409904,0.4405634852388521
689,religion,27108,2804,831,30743,0.8291464332121833,0.1016077534585336,0.0692458133292832
690,religious,11383,1636,952,13971,0.7152481905472929,0.12178629299274277,0.16296551645996432
691,remain,10289,20062,4582,34933,0.22108021142303466,0.5107001790971282,0.2682196094798371
692,removal,2147,3508,1979,7634,0.18359169781726686,0.35538218928679005,0.46102611289594314
693,removed,7473,6064,2889,16426,0.3317248962782766,0.3189020840553697,0.3493730196663537
694,repassed,66,26,10,102,0.5320610586517786,0.24831672211061637,0.21962221923760525
695,repel,874,604,374,1852,0.3350627072274544,0.27432581569444414,0.3906114770781014
696,representation,3561,4904,2539,11004,0.21862832905549195,0.3566974490436052,0.424674221900903
697,representative,1855,2164,1460,5479,0.22093214353890112,0.30534255040812214,0.47372530605297675
698,representatives,9388,9474,12412,31274,0.17249004701947204,0.20622410150574375,0.6212858514747842
699,reprieves,64,16,44,124,0.31554180026972767,0.09345703267097664,0.5910011670592957
700,reprisal,146,280,210,636,0.1390702509914268,0.3159762889256763,0.5449534600828969
701,republican,2272,3456,660,6388,0.2782799539547043,0.501490152775131,0.22022989327016465
702,require,7445,11718,4474,23637,0.22213169517094294,0.4142041086745931,0.363664196154464
703,required,9309,8662,13797,31768,0.1628628419961303,0.17953628656863593,0.6576008714352337
704,requisite,2692,4258,1119,8069,0.2496048060104601,0.46773366022767815,0.28266153376186176
705,reserved,2103,1824,1181,5108,0.28109890197300547,0.28884163225847304,0.4300594657685215
706,reserving,374,604,295,1273,0.1975443891225224,0.3779593690854388,0.42449624179203876
707,resident,804,1336,1114,3254,0.14829350725989385,0.29193598184497777,0.5597705108951284
708,resignation,1802,3064,674,5540,0.24793032441433963,0.4994346883237058,0.25263498726195455
709,resolution,8388,10320,11259,29967,0.1635487666783077,0.2383875822639411,0.5980636510577512
710,respect,20788,67480,5915,94183,0.17790761344352127,0.6841825284461901,0.1379098581102886
711,respecting,7128,20810,5128,33066,0.15579537921379447,0.5388576364933284,0.30534698429287727
712,respective,7094,7408,5105,19607,0.23822903563114567,0.2947267548907076,0.4670442094781468
713,respectively,2732,2278,3543,8553,0.1811302619023131,0.17892833467827665,0.6399414034194102
714,retained,1650,1480,711,3841,0.3089669342212148,0.3283256817882646,0.36270738399052077
715,return,22178,43186,8229,73593,0.23160054949635397,0.5342878113962684,0.23411163910737778
716,returned,14014,11230,3884,29128,0.3697658507555837,0.35104235802233064,0.27919179122208565
717,returning,3657,4206,1146,9009,0.31091650706292007,0.42364605649800935,0.26543743643907064
718,returns,3113,7894,1971,12978,0.17454631158793446,0.5243771483173868,0.30107654009467866
719,revenue,3760,7802,4987,16549,0.14140986766071637,0.3476265168942871,0.5109636154449966
720,revision,310,744,362,1416,0.14235623096652014,0.4047648609567207,0.4528789080767591
721,rhode_island,3334,6840,3640,13814,0.15612991296583828,0.3794824570951805,0.46438762993898125
722,right,39270,27488,15622,82380,0.34328446552342434,0.28467640444906384,0.3720391300275118
723,rights,16052,10486,6211,32749,0.35360152965948327,0.2736591145744727,0.37273935576604406
724,roads,2572,3476,3618,9666,0.15543899496824007,0.2488764842854206,0.5956845207463394
725,rule,9107,5544,4061,18712,0.3405942926384917,0.2456407028099642,0.4137650045515441
726,rules,5825,3596,4215,13636,0.27007263274274723,0.1975237906609274,0.5324035765963253
727,s,241416,199006,79317,519739,0.348229350513979,0.34007959406718735,0.3116910554188337
728,safety,8496,7142,2685,18323,0.3500319880254781,0.34860062129087743,0.30136739068364443
729,said,146991,63128,165334,375453,0.21867046645732208,0.11125934460988353,0.6700701889327944
730,same,101040,76862,27886,205788,0.37691604100090126,0.33968630990699994,0.28339764909209875
731,science,4009,1898,189,6096,0.5919534092013088,0.33201886302156697,0.0760277277771242
732,sealed,1299,896,625,2820,0.3196979743796932,0.2612485106334739,0.4190535149868329
733,searched,611,270,99,980,0.5089198436948238,0.2664323890947168,0.22464776721045943
734,searches,221,90,49,360,0.4792714938869059,0.23123145642200466,0.28949704969108947
735,seas,2583,1650,848,5081,0.37718977236544693,0.28545294390447096,0.33735728373008206
736,seat,6309,4824,2095,13228,0.3558066710228401,0.3223116015984223,0.32188172737873755
737,seats,1456,672,433,2561,0.4242717343308696,0.23198883153408587,0.34373943413504443
738,second,24861,14650,9916,49427,0.35909944946454964,0.25069683465382175,0.3902037158816287
739,secrecy,1058,1382,327,2767,0.29502518368156294,0.4565586178949015,0.24841619842353557
740,section,3560,2660,4571,10791,0.1857626980205785,0.16443915214357552,0.6497981498358459
741,secure,7924,7206,2340,17470,0.3469960075230707,0.3738430824254046,0.2791609100515246
742,securing,1879,1850,1118,4847,0.2640334381441733,0.3079774787668505,0.4279890830889761
743,securities,725,1094,1755,3574,0.10658206468563607,0.19053664970538006,0.7028812856089839
744,security,8929,9242,5865,24036,0.24902161160448397,0.30536218936526266,0.44561619903025335
745,seized,7142,1910,1746,10798,0.5043257707182895,0.1597863816704654,0.33588784761124496
746,seizures,166,160,126,452,0.23754337925582136,0.2712500988187781,0.49120652192540043
747,senate,6161,12494,17660,36315,0.08919364284384206,0.2142887021940619,0.696517654962096
748,senator,510,826,589,1925,0.16487758098789707,0.3163636360312102,0.5187587829808928
749,senators,1401,1492,1278,4171,0.21066764563327312,0.2657930432014724,0.5235393111652545
750,sent,25431,52536,5816,83783,0.24567210522275204,0.6012630186410137,0.15306487613623412
751,service,16517,38094,12246,66857,0.17384535725380892,0.4750109110940015,0.3511437316521896
752,services,4974,11038,5406,21418,0.15174527672081553,0.3989466942862428,0.44930802899294175
753,session,2915,8120,6442,17477,0.09689211752693673,0.31975768976678004,0.5833501927062833
754,seven,13034,8042,13314,34390,0.221541758112719,0.16194107953227826,0.6165171623550028
755,several,43303,39286,20628,103217,0.2965081680727411,0.3186922988897681,0.38479953303749076
756,shall,181970,177154,136677,495801,0.23811829603046472,0.27463697942704585,0.4872447245424895
757,ships,10679,16778,3720,31177,0.26244334035904726,0.4884951322320607,0.24906152740889193
758,should,130136,166116,29105,325357,0.32035203553840685,0.4844584989565947,0.19518946550499844
759,sign,5197,2692,1019,8908,0.46558306542806704,0.2857160215805761,0.24870091299135685
760,signed,4910,6440,4000,15350,0.2094988657094485,0.3255375804039636,0.464963553886588
761,silver,7125,3288,1872,12285,0.4419896242158819,0.24164293085430846,0.3163674449298096
762,sitting,3610,2052,956,6618,0.4175584853617307,0.28119173289709726,0.30124978174117206
763,six,21495,15672,8567,45734,0.3390315066314177,0.2928478994317839,0.3681205939367984
764,sixth,3124,1354,1407,5885,0.3649007435169361,0.1873688828893694,0.44773037359369444
765,smaller,1886,1792,436,4114,0.3629142212051773,0.4085219383273057,0.22856384046751693
766,so,236868,179756,55780,472404,0.3936050885366068,0.35387736659509456,0.25251754486829864
767,soldier,4286,4342,2471,11099,0.2651923971959378,0.3182832628951913,0.41652433990887083
768,sole,2864,1994,1280,6138,0.32868677790383355,0.2711124455019046,0.40020077659426184
769,solemnly,1853,616,565,3034,0.44953584849861555,0.17704542284874206,0.3734187286526423
770,south_carolina,3418,4074,6691,14183,0.129112713820538,0.18231947265404413,0.688567813525418
771,speaker,3105,2122,2843,8070,0.2323367062540838,0.18811207905456906,0.5795512146913472
772,speech,5123,3358,1740,10221,0.37011597244537064,0.2874148766726201,0.3424691508820092
773,speedy,2607,3338,800,6745,0.2982479687417707,0.45241591679939236,0.24933611445883697
774,square,3805,3158,698,7661,0.40273421866727066,0.39599625251297516,0.2012695288197541
775,standard,2357,2004,614,4975,0.36805637661064017,0.3707383912537443,0.26120523213561564
776,state,75477,97886,60323,233686,0.21214292752738112,0.32594895264127105,0.46190811983134783
777,stated,3661,6190,2934,12785,0.1928103262160555,0.38622136073718516,0.42096831304675936
778,statement,1001,4362,1367,6730,0.10118376139847983,0.5223691056367215,0.3764471329647986
779,states,17647,48310,30036,95993,0.11261033398803821,0.3652241427687869,0.5221655232431749
780,subject,31333,54212,12846,98391,0.2399973457477803,0.49194320891464904,0.26805944533757076
781,subjects,16380,11116,2885,30381,0.43786251716744,0.35203633433189696,0.210101148500663
782,subsequent,2023,3056,1194,6273,0.2273968412274908,0.40696491976739024,0.3656382390051191
783,such,158757,125780,127501,412038,0.24233089696886514,0.22745871260350628,0.5302103904276286
784,sufficient,17787,18046,9289,45122,0.2758843393142804,0.3316044701111313,0.39251119057458816
785,suffrage,504,372,317,1193,0.27871082925051466,0.24371447659848106,0.4775746941510041
786,suits,1255,1622,2033,4910,0.14400188897583138,0.2204907593896514,0.6355073516345171
787,sundays,316,184,128,628,0.3579918678723431,0.24695565861031352,0.39505247351734346
788,support,17639,15656,7124,40419,0.3172765492076412,0.333626013310798,0.34909743748156075
789,supported,5603,4456,1503,11562,0.37411287584298514,0.3524863432611519,0.2734007808958629
790,suppress,1265,1004,346,2615,0.3723793776608352,0.35014174285976524,0.2774788794793996
791,supreme,8155,3112,5561,16828,0.3021287018166456,0.13659118967241934,0.5612801085109351
792,suspended,1935,2242,797,4974,0.2861399801762344,0.39277900144887323,0.3210810183748924
793,swear,2429,574,1015,4018,0.413501917610822,0.1157649225613396,0.4707331598278383
794,take,59602,71276,20801,151679,0.2969519020631293,0.4207108161163335,0.28233728182053724
795,taken,46989,51350,20527,118866,0.2869618962297271,0.37152116408078506,0.34151693968948776
796,tax,4734,4860,10876,20470,0.11799166751101581,0.14350744572962648,0.7385008867593578
797,taxed,1038,560,1230,2828,0.20544851874758793,0.13131331583371655,0.6632381654186955
798,taxes,5564,5772,8902,20238,0.15179737643939945,0.18656000587370075,0.6616426176868998
799,temporary,2267,3298,1174,6739,0.24187636217921243,0.41687671646578317,0.3412469213550043
800,tempore,88,144,115,347,0.15387394944830832,0.2983046346467993,0.5478214159048923
801,ten,17915,11854,9960,39729,0.3031666265330156,0.2376537008213128,0.4591796726456717
802,tender,9915,3546,1273,14734,0.5638624648977102,0.23890997249999674,0.19722756260229315
803,term,4644,5038,7432,17114,0.15048711147050992,0.19341062946313198,0.656102259066358
804,territory,2969,5130,4652,12751,0.1366932882664404,0.27981399914025945,0.5834927125933002
805,test,1468,634,365,2467,0.4568242589437945,0.2337369866317497,0.30943875442445584
806,testimony,7310,3094,1265,11669,0.506871963997931,0.2541653144458116,0.2389627215562575
807,than,124506,114542,26126,265174,0.3757178083386637,0.4094975819198867,0.21478460974144953
808,that,1012958,944706,376684,2334348,0.3207209869875127,0.35436244926840205,0.32491656374408534
809,the,5405108,4730840,2341025,12476973,0.31086116011554993,0.322340909998834,0.366797929885616
810,their,445060,272702,111062,828824,0.415670477803208,0.30174078803599075,0.2825887341608012
811,them,302718,236486,66782,605986,0.39580134098533826,0.3663190729659209,0.23787958604874068
812,themselves,46608,25330,6878,78816,0.48878497611308747,0.31470790436775953,0.196507119519153
813,then,108466,47164,24877,180507,0.46729411468163823,0.2407256663484651,0.2919802189698966
814,there,155782,148718,39257,343757,0.35492140318773086,0.4014149389110922,0.24366365790117686
815,thereby,6684,4572,2958,14214,0.3315627187969553,0.2686894118901215,0.39974786931292317
816,therein,7387,5714,11198,24299,0.16539247480063257,0.15156640956013046,0.683041115639237
817,thereof,14289,8714,32036,55039,0.12770683863334184,0.09226669269192103,0.7800264686747372
818,they,443912,297506,94608,836026,0.42112268386155893,0.3343663459616417,0.24451097017679943
819,thing,42953,38374,7645,88972,0.3931882604732962,0.41615890467964606,0.19065283484705778
820,things,45082,21252,4347,70681,0.5490956701847938,0.3066618362155381,0.14424249359966815
821,think,41521,76028,9568,127117,0.26335937829194306,0.5713071111365488,0.16533351057150822
822,third,14969,8156,9581,32706,0.2950527029995385,0.19045795039929106,0.5144893466011704
823,thirds,1501,1334,1701,4536,0.19454372713073273,0.20483654851256192,0.6006197243567053
824,thirty,8082,5112,7217,20411,0.23911437045619327,0.17918133027018715,0.5817042992736197
825,this,510558,481366,181143,1173067,0.32430108928279616,0.3622378384701183,0.31346107224708564
826,those,125603,92562,21369,239534,0.4279795613980214,0.3736550246819507,0.1983654139200279
827,thousand,19775,16708,18986,55469,0.21660957690459628,0.21682068320780248,0.5665697398876013
828,three,50890,38534,24320,113744,0.31259695725316716,0.28042160367649166,0.40698143907034123
829,throughout,4475,2452,1090,8017,0.43239045345087834,0.2806846114489935,0.2869249351001282
830,time,128498,135892,55324,319714,0.29190011555804224,0.36571844899810535,0.3423814354438524
831,times,22665,13390,4554,40609,0.44497934576897413,0.3114438696929852,0.24357678453804066
832,title,7249,3960,3873,15082,0.3222953702118004,0.2085865174182913,0.4691181123699083
833,to,2506012,2762734,983344,6252090,0.29628822363012625,0.38697721649806466,0.3167345598718091
834,together,25377,15072,7169,47618,0.4043257362693312,0.28449659434412417,0.3111776693865446
835,tonnage,588,1676,1703,3967,0.08151822018734482,0.27527480096997486,0.6432069788426802
836,training,265,236,270,771,0.20700521987402692,0.21840496448290514,0.5745898156430679
837,tranquility,3021,2324,447,5792,0.43206163359883143,0.3937732244033552,0.1741651419978132
838,transmit,1422,8322,1711,11455,0.08919530330985785,0.6184223571849319,0.29238233950521025
839,treason,2413,1142,1253,4808,0.3360946081705288,0.18844534216432052,0.47546004966515065
840,treasury,3487,20626,17376,41489,0.04633218971670006,0.324684063098103,0.628983747185197
841,treaties,2982,6216,4324,13522,0.134772441976952,0.332827761660836,0.5323997963622119
842,treaty,12119,26980,11608,50707,0.1600784077460368,0.42220463408535414,0.4177169581686091
843,trial,7814,6622,5617,20053,0.2523760662067538,0.2533838999603255,0.4942400338329206
844,tribes,2874,1448,917,5239,0.405492517286175,0.24203586378338193,0.352471618930443
845,tribunals,391,418,325,1134,0.22070226899777648,0.27952548039815306,0.49977225060407054
846,tried,4465,5276,2261,12002,0.2645883623501949,0.3703984341048022,0.3650132035450029
847,troops,13559,39790,5491,58840,0.17921388147385353,0.6230644958529928,0.19772162267315357
848,trust,11675,10870,2931,25476,0.35881255156981356,0.3957813828183521,0.24540606561183445
849,try,4383,3628,1793,9804,0.32309021283230926,0.3168361228947394,0.3600736642729513
850,twenty,17617,11198,14464,43279,0.25063988222225214,0.18874426597158117,0.5606158518061667
851,twice,3217,2330,1190,6737,0.34894041951937843,0.2994133904392376,0.351646190041384
852,two,95243,88260,37315,220818,0.31593450752907665,0.346851039497503,0.33721445297342034
853,under,77517,80330,32735,190582,0.29601763032154366,0.3634238861655665,0.3405584835128899
854,uniform,2034,2074,999,5107,0.282002374944528,0.34066353553498135,0.37733408952049063
855,union,10819,10548,5891,27258,0.2748422424612275,0.3174545555805056,0.40770320195826687
856,united_states,27064,54696,49847,131607,0.11887760878179142,0.28462872205230105,0.5964936691659074
857,unless,11966,16728,6974,35668,0.23562816990444171,0.3902449677749916,0.37412686232056663
858,unreasonable,1662,1106,404,3172,0.4080605225330803,0.3217094135167181,0.27023006395020155
859,until,15888,25392,13256,54536,0.19355781117758686,0.36648268503226195,0.4399595037901512
860,unusual,1343,624,162,2129,0.5321752736884278,0.29293977878617145,0.17488494752540085
861,up,89521,55602,16441,161564,0.4471928821369587,0.32906027096164825,0.22374684690139313
862,upon,157935,135016,49661,342612,0.34850116195713116,0.35296054646923014,0.2985382915736387
863,use,30741,24346,14764,69851,0.3080073236659778,0.2889919529671837,0.4030007233668385
864,useful,9900,10018,1186,21104,0.3960070395993149,0.47474873809556545,0.1292442223051197
865,vacancies,417,1322,725,2464,0.10534739475644431,0.39567105431595645,0.49898155092759916
866,vacated,178,128,206,512,0.19980812683552127,0.17022298258864632,0.6299688905758323
867,valid,658,616,1632,2906,0.1127893717406211,0.12509445984326964,0.7621161684161092
868,value,10406,11138,8524,30068,0.2222386970613026,0.28181113838208305,0.4959501645566143
869,vessels,16216,21070,7863,45149,0.25904413114797853,0.398758209659756,0.3421976591922654
870,vest,831,500,543,1874,0.28628843817644095,0.20407409062618295,0.509637471197376
871,vested,2214,2198,2206,6618,0.20447236288146514,0.24049152003698954,0.5550361170815452
872,vice_president,1073,1642,1225,3940,0.1688273811581285,0.30607749240119303,0.5250951264406784
873,violated,1384,786,491,2661,0.3788841540319879,0.2549223880942678,0.36619345787374435
874,virginia,9412,26536,9742,45690,0.13966454164924202,0.46650336473682347,0.39383209361393456
875,vote,3397,5176,5987,14560,0.13146473711547374,0.23731384624415383,0.6312214166403725
876,voted,1729,1962,1507,5198,0.21191391815387312,0.284890896080111,0.5031951857660159
877,votes,2485,3048,3136,8669,0.16974622381672191,0.24666286491436165,0.5835909112689164
878,voting,559,512,572,1643,0.20522128436616272,0.22268739475988994,0.5720913208739473
879,war,36056,64712,24400,125168,0.20121098218895223,0.427832762114587,0.37095625569646085
880,warrants,795,2292,2743,5830,0.0723833116189778,0.24722991150407503,0.6803867768769472
881,was,502746,304384,125638,932768,0.4169972381059888,0.29910347218034533,0.28389928971366585
882,water,34416,12830,2330,49576,0.6149710517378307,0.2716039091025594,0.11342503915960979
883,we,294468,230914,32320,557702,0.4488251842151306,0.41696966008990183,0.1342051556949675
884,weights,559,788,584,1931,0.18128378650422494,0.3027529987303931,0.5159632147653821
885,welfare,4007,3376,1136,8519,0.3609441413629462,0.36027835620812476,0.27877750242892907
886,well,88915,78722,12433,180070,0.41154842572898476,0.4316752122158114,0.15677636205520393
887,what,146448,101386,21402,269236,0.4507925652597923,0.3697314286732219,0.17947600606698566
888,whatever,14589,13006,3832,31427,0.3607829527392233,0.3810476732409258,0.25816937401985085
889,whatsoever,4771,1972,5046,11789,0.22877882560564528,0.11202846888084686,0.6591927055135078
890,when,178206,100104,28302,306612,0.4766078850160887,0.31717972082269213,0.20621239416121917
891,whenever,4456,5582,2323,12361,0.25612578523730606,0.38011327137613465,0.36376094338655945
892,where,83467,50448,25525,159440,0.3922836974143789,0.28089531082119085,0.32682099176443025
893,wherein,6495,2756,2793,12044,0.3739394950472833,0.18798209057611634,0.43807841437660044
894,whereof,3968,2870,3377,10215,0.23949517998181222,0.2052211375823649,0.5552836824358228
895,which,521831,489680,137739,1149250,0.35325456991093107,0.3927221169053265,0.25402331318374244
896,who,237709,147650,46742,432101,0.4402238655401171,0.32394888484529233,0.23582724961459048
897,whole,52454,40724,16183,109361,0.362280905347533,0.33322098307518133,0.30449811157728573
898,whom,46614,32620,15658,94892,0.36440824858883536,0.30211400894611246,0.3334777424650522
899,whose,35486,20342,5485,61313,0.47614028636476563,0.3233602341458121,0.20049947948942212
900,will,284656,494022,48040,826718,0.2844257856515623,0.5848035410565943,0.13077067329184336
901,with,637178,592634,112760,1342572,0.3869947589291847,0.4264282369926222,0.1865770040781931
902,within,29947,25348,35020,90315,0.19273014637164265,0.19326584377942643,0.614004009848931
903,without,83757,70708,20689,175154,0.37409956451503057,0.37415342277853103,0.25174701270643846
904,witness,6363,2028,1900,10291,0.45639652352816323,0.17233101071416668,0.3712724657576701
905,witnesses,3733,1874,2304,7911,0.30523292809374025,0.18153403443636784,0.5132330374698918
906,work,26394,15716,2605,44715,0.5065064821750029,0.35730319164904456,0.13619032617595256
907,writ,4667,1614,5987,12268,0.20389116860215833,0.0835370673002201,0.7125717640976216
908,writing,6771,15056,8690,30517,0.14023716763841892,0.3694324193915655,0.49033041297001556
909,writings,3527,1164,752,5443,0.5071387942071317,0.19828480494853618,0.2945764008443322
910,writs,771,528,2097,3396,0.1084473843593448,0.08798602673034517,0.8035665889103101
911,yards,2680,1676,256,4612,0.4997189354478467,0.37023724571623734,0.1300438188359159
912,year,31332,30024,22629,83985,0.24373261724816225,0.2767000041526675,0.47956737859917037
913,years,50594,29310,13079,92983,0.41830673088011555,0.2870957310712306,0.29459753804865385
914,yeas,603,166,3908,4677,0.05268068253105062,0.01718134858029992,0.9301379688886494
